"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH122471","Weill Institute for Neurosciences, University of California, San Francisco, San Francisco, CA, United States.","2022","Bartley, Christopher M; Ngo, Thomas T; Cadwell, Cathryn R; Harroud, Adil; Schubert, Ryan D; Alvarenga, Bonny D; Hawes, Isobel A; Zorn, Kelsey C; Hunyh, Trung; Teliska, Lindsay H; Kung, Andrew F; Shah, Shailee; Gelfand, Jeffrey M; Chow, Felicia C; Rasband, Matthew N; Dubey, Divyanshu; Pittock, Sean J; DeRisi, Joseph L; Wilson, Michael R; Pleasure, Samuel J","Switzerland","1664-2295"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36756346'>Frontiers in neurology</a>","Front Neurol","13","eng","1102484","9900111","36756346","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9900111'>Dual ankyrinG and subpial autoantibodies in a man with well-controlled HIV infection with steroid-responsive meningoencephalitis: A case report.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36756346&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9900111/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36756346'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9900111/'>Cited By, Google</a>",2.02
"K01MH125172","Computer Science, University of Toronto, Canada.","2022","Bhattacharjee, Ananya; Williams, Joseph Jay; Chou, Karrie; Tomlinson, Justice; Meyerhoff, Jonah; Mariakakis, Alex; Kornfield, Rachel","United States","2573-0142","CSCW2","<a href='https://pubmed.ncbi.nlm.nih.gov/36816014'>Proceedings of the ACM on human-computer interaction</a>","Proc ACM Hum Comput Interact","6","eng"," ","9933887","36816014","2022 Nov","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9933887'>'I Kind of Bounce off It': Translating Mental Health Principles into Real Life Through Story-Based Text Messages.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36816014&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9933887/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36816014'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9933887/'>Cited By, Google</a>",1.88
"RF1MH123407","Department of Neurology, Fixel Institute for Neurological Diseases, University of Florida, Gainesville, FL, United States.","2022","Wong, Joshua K; Mayberg, Helen S; Wang, Doris D; Richardson, R Mark; Halpern, Casey H; Krinke, Lothar; Arlotti, Mattia; Rossi, Lorenzo; Priori, Alberto; Marceglia, Sara; Gilron, Ro'ee; Cavanagh, James F; Judy, Jack W; Miocinovic, Svjetlana; Devergnas, Annaelle D; Sillitoe, Roy V; Cernera, Stephanie; Oehrn, Carina R; Gunduz, Aysegul; Goodman, Wayne K; Petersen, Erika A; Bronte-Stewart, Helen; Raike, Robert S; Malekmohammadi, Mahsa; Greene, David; Heiden, Petra; Tan, Huiling; Volkmann, Jens; Voon, Valerie; Li, Luming; Sah, Pankaj; Coyne, Terry; Silburn, Peter A; Kubu, Cynthia S; Wexler, Anna; Chandler, Jennifer; Provenza, Nicole R; Heilbronner, Sarah R; Luciano, Marta San; Rozell, Christopher J; Fox, Michael D; de Hemptinne, Coralie; Henderson, Jaimie M; Sheth, Sameer A; Okun, Michael S","Switzerland","1662-5161"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36819295'>Frontiers in human neuroscience</a>","Front Hum Neurosci","16","eng","1084782","9933515","36819295","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9933515'>Proceedings of the 10th annual deep brain stimulation think tank: Advances in cutting edge technologies, artificial intelligence, neuromodulation, neuroethics, interventional psychiatry, and women in neuromodulation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36819295&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9933515/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36819295'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9933515/'>Cited By, Google</a>",4.56
"K23MH124539","Department of Psychiatry and Human Behavior, Warren Alpert Medical School of Brown University, Providence, Rhode Island, USA 02903.","2022","Arnold, Trisha; Haubrick, Kayla K; Klasko-Foster, Lynne B; Rogers, Brooke G; Barnett, Andrew; Ramirez-Sanchez, Natalia A; Bertone, Zoe; Gaudiano, Brandon A","Netherlands","2212-1447"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36578359'>Journal of contextual behavioral science</a>","J Contextual Behav Sci","24","eng","185-196","9793875","36578359","2022 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9793875'>Acceptance and Commitment Therapy Informed Behavioral Health Interventions Delivered by Non-Mental Health Professionals: A Systematic Review.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36578359&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9793875/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36578359'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9793875/'>Cited By, Google</a>",2.33
"T32MH103213","Department of Psychology University of California Los Angeles California USA.","2022","Baek, Elisa C; Parkinson, Carolyn","England","1751-9004","11","<a href='https://pubmed.ncbi.nlm.nih.gov/36582415'>Social and personality psychology compass</a>","Soc Personal Psychol Compass","16","eng","e12710","9786704","36582415","2022 Nov","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9786704'>Shared understanding and social connection: Integrating approaches from social psychology, social network analysis, and neuroscience.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36582415&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9786704/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36582415'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9786704/'>Cited By, Google</a>",0.85
"T32MH103210","Johns Hopkins University, Baltimore, USA. laldrid3@jhu.edu.","2022","Aldridge, Luke R; Garman, Emily C; Patenaude, Bryan; Bass, Judith K; Jordans, Mark J D; Luitel, Nagendra P","England","1472-6963","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36585707'>BMC health services research</a>","BMC Health Serv Res","22","eng","1596","9804956","36585707","2022 Dec 30","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9804956'>Healthcare use and costs among individuals receiving mental health services for depression within primary care in Nepal.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36585707&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9804956/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36585707'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9804956/'>Cited By, Google</a>"," ",
"P30MH062246","Community Health Department, St John's Medical College Hospital, Sarjapur road, John Nagar, Kormangala, Bengaluru, 560034, India. archanapink@yahoo.com.","2022","Siddaiah, Archana; Srinivasan, Krishnamachari; Satyanarayana, Veena; Ekstrand, Maria L","England","2055-5784","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36587228'>Pilot and feasibility studies</a>","Pilot Feasibility Stud","8","eng","267","9805108","36587228","2022 Dec 31","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9805108'>Feasibility and preliminary efficacy of training health workers in detecting Priority Mental Health Conditions among adolescents in rural South India.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36587228&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9805108/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36587228'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9805108/'>Cited By, Google</a>",0.34
"R33MH118164","Dept. Molecular and Comparative Pathobiology, Johns Hopkins University School of Medicine, Baltimore, MD, US.","2022","Driedonks, Tom; Jiang, Linglei; Carlson, Bess; Han, Zheng; Liu, Guanshu; Queen, Suzanne E; Shirk, Erin N; Gololobova, Olesia; Liao, Zhaohao; Nyberg, Lyle H; Lima, Gabriela; Paniushkina, Liliia; Garcia-Contreras, Marta; Schonvisky, Kayla; Castell, Natalie; Stover, Mitchel; Guerrero-Martin, Selena; Richardson, Riley; Smith, Barbara; Machairaki, Vasiliki; Lai, Charles P; Izzi, Jessica M; Hutchinson, Eric K; Pate, Kelly A M; Witwer, Kenneth W","United States","2768-2811","10","<a href='https://pubmed.ncbi.nlm.nih.gov/36591537'>Journal of extracellular biology</a>","J Extracell Biol","1","eng"," ","9799283","36591537","2022 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9799283'>Pharmacokinetics and biodistribution of extracellular vesicles administered intravenously and intranasally to Macaca nemestrina.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36591537&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9799283/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36591537'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9799283/'>Cited By, Google</a>",8.29
"T32MH019139","HIV Center for Clinical and Behavioral Studies at Columbia University and New York State Psychiatric Institute, New York, NY.","2022","Driver, Redd; Cortopassi, Andrew C; El-Krab, Renee; Eaton, Lisa A; Kalichman, Seth C","United States","1524-9220","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36593763'>Psychology of men & masculinity</a>","Psychol Men Masc","23","eng","26-34","9802639","36593763","2022 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9802639'>Examining Stigmatizing Beliefs about PrEP Use among Black Sexual Minority Men: A Test of Explanatory Mechanisms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36593763&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9802639/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36593763'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9802639/'>Cited By, Google</a>",0.28
"R01MH125979","Department of Cellular and Integrative Physiology, University of Texas, Health Science Center at San Antonio, San Antonio, TX 78229, USA.","2022","Layman, Elsie; Parrott, Jennifer Michelle; Lee, Hye Young","United States","2666-1667","4","<a href='https://pubmed.ncbi.nlm.nih.gov/36595893'>STAR protocols</a>","STAR Protoc","3","eng","101881","9730218","36595893","2022 Dec 16","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9730218'>Protocol for assessing phagocytosis activity in cultured primary murine microglia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36595893&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9730218/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36595893'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9730218/'>Cited By, Google</a>"," ",
"P30MH062246","Infectious Diseases Research Collaboration, Kampala, Uganda mucungua@gmail.com.","2022","Atukunda, Mucunguzi; Kabami, Jane; Mutungi, Gerald; Twinamatsiko, Brian; Nangendo, Joan; Shade, Starley B; Charlebois, Edwin; Grosskurth, Heiner; Kamya, Moses; Okello, Emmy","England","2044-6055","12","<a href='https://pubmed.ncbi.nlm.nih.gov/36600388'>BMJ open</a>","BMJ Open","12","eng","e063227","9743290","36600388","2022 Dec 08","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9743290'>Rationale and design of leveraging the HIV platform for hypertension control in Africa: protocol of a cluster-randomised controlled trial in Uganda.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36600388&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9743290/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36600388'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9743290/'>Cited By, Google</a>"," ",
"R01MH122258","Department of Neurosurgery, Mayo Clinic, Rochester, MN, United States.","2022","Schalk, Gerwin; Worrell, Samuel; Mivalt, Filip; Belsten, Alexander; Kim, Inyong; Morris, Jonathan M; Hermes, Dora; Klassen, Bryan T; Staff, Nathan P; Messina, Steven; Kaufmann, Timothy; Rickert, Jörn; Brunner, Peter; Worrell, Gregory A; Miller, Kai J","Switzerland","1662-4548"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36601593'>Frontiers in neuroscience</a>","Front Neurosci","16","eng","932782","9806357","36601593","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9806357'>Toward a fully implantable ecosystem for adaptive neuromodulation in humans: Preliminary experience with the CorTec BrainInterchange device in a canine model.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36601593&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9806357/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36601593'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9806357/'>Cited By, Google</a>",0.44
"R00MH127296","Brain and Intelligence Group, School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China.","2022","Gu, Shi; Fotiadis, Panagiotis; Parkes, Linden; Xia, Cedric H; Gur, Ruben C; Gur, Raquel E; Roalf, David R; Satterthwaite, Theodore D; Bassett, Dani S","United States","2472-1751","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36605890'>Network neuroscience (Cambridge, Mass.)</a>","Netw Neurosci","6","eng","275-297","9810281","36605890","2022 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9810281'>Network controllability mediates the relationship between rigid structure and flexible dynamics.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36605890&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9810281/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36605890'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9810281/'>Cited By, Google</a>",1.69
"R01MH113550","Brain and Intelligence Group, School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China.","2022","Gu, Shi; Fotiadis, Panagiotis; Parkes, Linden; Xia, Cedric H; Gur, Ruben C; Gur, Raquel E; Roalf, David R; Satterthwaite, Theodore D; Bassett, Dani S","United States","2472-1751","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36605890'>Network neuroscience (Cambridge, Mass.)</a>","Netw Neurosci","6","eng","275-297","9810281","36605890","2022 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9810281'>Network controllability mediates the relationship between rigid structure and flexible dynamics.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36605890&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9810281/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36605890'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9810281/'>Cited By, Google</a>",1.69
"R01MH112847","Department of Neurology, University of Pennsylvania, Philadelphia, PA, USA.","2022","Conrad, Erin C; Shinohara, Russell T; Gugger, James J; Revell, Andrew Y; Das, Sandhitsu; Stein, Joel M; Marsh, Eric D; Davis, Kathryn A; Litt, Brian","United States","2472-1751","3","<a href='https://pubmed.ncbi.nlm.nih.gov/36607198'>Network neuroscience (Cambridge, Mass.)</a>","Netw Neurosci","6","eng","834-849","9810371","36607198","2022 Jul","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9810371'>Implanting intracranial electrodes does not affect spikes or network connectivity in nearby or connected brain regions.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36607198&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9810371/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36607198'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9810371/'>Cited By, Google</a>",0.22
