"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"T32MH112510","Department of Environmental Health, Harvard T.H. Chan School of Public Health, 655 Huntington Avenue, Boston, MA, 02115, USA.","2024","Wei, Chih-Fu; Mukherjee, Sudipta Kumer; Ekramullah, Sheikh Muhammad; Arman, D M; Islam, Md Joynul; Azim, Mubinul; Rahman, Asifur; Rahman, Md Nafaur; Ziauddin, Md; Tindula, Gwen; Suchanda, Hafiza Sultana; Gomberg, Diana F; Weisskopf, Marc G; Liang, Liming; Warf, Benjamin C; Christiani, David C; Mazumdar, Maitreyi","England","1476-069X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38831396'>Environmental health : a global access science source</a>","Environ Health","23","eng","51","11145859","38831396","2024 Jun 03","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11145859'>Arsenic modifies the effect of folic acid in spina bifida prevention, a large hospital-based case-control study in Bangladesh.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38831396&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11145859/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38831396'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11145859/'>Cited By, Google</a>"," ",
"P30MH058107","School of Medicine, University of California San Diego, 9500 Gilman Drive #0507, La Jolla, CA, 92093-0507, USA. laramie@ucsd.edu.","2024","Smith, Laramie R; Perez-Brumer, Amaya; Nicholls, Melanie; Harris, Jayla; Allen, Qiana; Padilla, Alan; Yates, Autumn; Samore, Eliza; Kennedy, Rebecca; Kuo, Irene; Lake, Jordan E; Denis, Cecile; Goodman-Meza, David; Davidson, Peter; Shoptaw, Steve; El-Bassel, Nabila; HPTN 094 study protocol team","England","1748-5908","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38831415'>Implementation science : IS</a>","Implement Sci","19","eng","39","11149235","38831415","2024 Jun 03","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11149235'>A data-driven approach to implementing the HPTN 094 complex intervention INTEGRA in local communities.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38831415&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11149235/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38831415'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11149235/'>Cited By, Google</a>"," ",
"R44MH110288","Sir Peter Mansfield Imaging Centre, School of Physics and Astronomy, University of Nottingham, University Park, Nottingham, United Kingdom.","2024","Rier, Lukas; Rhodes, Natalie; Pakenham, Daisie O; Boto, Elena; Holmes, Niall; Hill, Ryan M; Reina Rivero, Gonzalo; Shah, Vishal; Doyle, Cody; Osborne, James; Bowtell, Richard W; Taylor, Margot; Brookes, Matthew J","England","2050-084X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38831699'>eLife</a>","Elife","13","eng"," ","11149934","38831699","2024 Jun 04","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11149934'>Tracking the neurodevelopmental trajectory of beta band oscillations with optically pumped magnetometer-based magnetoencephalography.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38831699&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11149934/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38831699'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11149934/'>Cited By, Google</a>"," ",
"T32MH122394"," ","2024","ENIGMA Clinical High Risk for Psychosis Working Group; Haas, Shalaila S; Ge, Ruiyang; Agartz, Ingrid; Amminger, G Paul; Andreassen, Ole A; Bachman, Peter; Baeza, Inmaculada; Choi, Sunah; Colibazzi, Tiziano; Cropley, Vanessa L; de la Fuente-Sandoval, Camilo; Ebdrup, Bjørn H; Fortea, Adriana; Fusar-Poli, Paolo; Glenthøj, Birte Yding; Glenthøj, Louise Birkedal; Haut, Kristen M; Hayes, Rebecca A; Heekeren, Karsten; Hooker, Christine I; Hwang, Wu Jeong; Jahanshad, Neda; Kaess, Michael; Kasai, Kiyoto; Katagiri, Naoyuki; Kim, Minah; Kindler, Jochen; Koike, Shinsuke; Kristensen, Tina D; Kwon, Jun Soo; Lawrie, Stephen M; Lebedeva, Irina; Lee, Jimmy; Lemmers-Jansen, Imke L J; Lin, Ashleigh; Ma, Xiaoqian; Mathalon, Daniel H; McGuire, Philip; Michel, Chantal; Mizrahi, Romina; Mizuno, Masafumi; Møller, Paul; Mora-Durán, Ricardo; Nelson, Barnaby; Nemoto, Takahiro; Nordentoft, Merete; Nordholm, Dorte; Omelchenko, Maria A; Pantelis, Christos; Pariente, Jose C; Raghava, Jayachandra M; Reyes-Madrigal, Francisco; Røssberg, Jan I; Rössler, Wulf; Salisbury, Dean F; Sasabayashi, Daiki; Schall, Ulrich; Smigielski, Lukasz; Sugranyes, Gisela; Suzuki, Michio; Takahashi, Tsutomu; Tamnes, Christian K; Theodoridou, Anastasia; Thomopoulos, Sophia I; Thompson, Paul M; Tomyshev, Alexander S; Uhlhaas, Peter J; Værnes, Tor G; van Amelsvoort, Therese A M J; van Erp, Theo G M; Waltz, James A; Wenneberg, Christina; Westlye, Lars T; Wood, Stephen J; Zhou, Juan H; Hernaus, Dennis; Jalbrzikowski, Maria; Kahn, René S; Corcoran, Cheryl M; Frangou, Sophia","United States","2168-6238","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37819650'>JAMA psychiatry</a>","JAMA Psychiatry","81","eng","77-88","10568447","37819650","2024 Jan 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10568447'>Normative Modeling of Brain Morphometry in Clinical High Risk for Psychosis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37819650&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10568447/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37819650'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10568447/'>Cited By, Google</a>"," ",
"U19MH121738","Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, United States of America.","2024","Vekaria, Veer; Patra, Braja G; Xi, Wenna; Murphy, Sean M; Avery, Jonathan; Olfson, Mark; Pathak, Jyotishman","United States","2949-8759"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37820869'>Journal of substance use and addiction treatment</a>","J Subst Use Addict Treat","156","eng","209177","10841388","37820869","2024 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10841388'>Association of opioid or other substance use disorders with health care use among patients with suicidal symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37820869&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10841388/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37820869'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10841388/'>Cited By, Google</a>"," ",
"R01MH121907","Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, United States of America.","2024","Vekaria, Veer; Patra, Braja G; Xi, Wenna; Murphy, Sean M; Avery, Jonathan; Olfson, Mark; Pathak, Jyotishman","United States","2949-8759"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37820869'>Journal of substance use and addiction treatment</a>","J Subst Use Addict Treat","156","eng","209177","10841388","37820869","2024 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10841388'>Association of opioid or other substance use disorders with health care use among patients with suicidal symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37820869&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10841388/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37820869'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10841388/'>Cited By, Google</a>"," ",
"R01MH122139","Department of Psychiatry and Behavioral Sciences, University of California, Davis, Davis, California. Electronic address: jsmucny@ucdavis.edu.","2024","Smucny, Jason; Carter, Cameron S; Maddock, Richard J","United States","2451-9030","2","<a href='https://pubmed.ncbi.nlm.nih.gov/37925074'>Biological psychiatry. Cognitive neuroscience and neuroimaging</a>","Biol Psychiatry Cogn Neurosci Neuroimaging","9","eng","137-145","11192527","37925074","2024 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11192527'>Greater Choline-Containing Compounds and Myo-inositol in Treatment-Resistant Versus Responsive Schizophrenia: A 1H-Magnetic Resonance Spectroscopy Meta-analysis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37925074&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11192527/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37925074'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11192527/'>Cited By, Google</a>"," ",
"R01MH131768","Department of Psychiatry, McGill University School of Medicine, Montreal, Canada.","2024","Benrimoh, David; Fisher, Victoria L; Seabury, Rashina; Sibarium, Ely; Mourgues, Catalina; Chen, Doris; Powers, Albert","United States","1745-1701","2","<a href='https://pubmed.ncbi.nlm.nih.gov/37830405'>Schizophrenia bulletin</a>","Schizophr Bull","50","eng","349-362","10919780","37830405","2024 Mar 07","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10919780'>Evidence for Reduced Sensory Precision and Increased Reliance on Priors in Hallucination-Prone Individuals in a General Population Sample.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37830405&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10919780/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37830405'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10919780/'>Cited By, Google</a>"," ",
"R01MH119299","Yale Child Study Center, Yale School of Medicine, New Haven, CT, USA.","2024","Etkin, Rebecca G; Lebowitz, Eli R; Silverman, Wendy K","United States","1552-3489","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37840296'>Assessment</a>","Assessment","31","eng","94-109"," ","37840296","2024 Jan","Assessing Anxiety-Related Impairment in Children and Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37840296&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Assessing Anxiety-Related Impairment in Children and Adolescents.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37840296'>Cited By, PMID</a>"," "," ",
"R01MH128475","School of Optometry and Vision Science, University of California, Berkeley, United States. Electronic address: claudiop@berkeley.edu.","2024","Privitera, Claudio M; Noah, Sean; Carney, Thom; Klein, Stanley A; Lenartowicz, Agatha; Hinshaw, Stephen P; McCracken, James T; Nigg, Joel T; Karalunas, Sarah L; Reid, Rory C; Oliva, Mercedes T; Betts, Samantha S; Simpson, Gregory V","Ireland","1872-7972"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37951300'>Neuroscience letters</a>","Neurosci Lett","818","eng","137556"," ","37951300","2024 Jan 01","Pupillary dilations in a Target/Distractor visual task paradigm and attention deficit hyperactivity disorder (ADHD).","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37951300&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Pupillary dilations in a Target/Distractor visual task paradigm and attention deficit hyperactivity disorder (ADHD).'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37951300'>Cited By, PMID</a>"," "," ",
"R01MH116037","Department of Psychiatry and Behavioral Sciences, Norton College of Medicine at SUNY Upstate Medical University, Syracuse, New York, USA.","2024","Nguyen, Nicholas H; Mazza, T Mitchell; Hess, Jonathan L; Albert, Avery B; Elfstrom, Sarah; Forken, Patricia; Blatt, Steven D; Fremont, Wanda P; Faraone, Stephen V; Glatt, Stephen J","United States","1552-485X","4","<a href='https://pubmed.ncbi.nlm.nih.gov/37953388'>American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics</a>","Am J Med Genet B Neuropsychiatr Genet","195","eng","e32964","11076170","37953388","2024 Jun","Novel genome-wide associations for effort valuation and psychopathology in children and adults.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37953388&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11076170/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37953388'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11076170/'>Cited By, Google</a>"," ",
"R01MH129337","Institute for Stroke and Dementia Research (ISD), University Hospital, Ludwig-Maximilians-University (LMU), Munich, Germany.","2024","Georgakis, Marios K; Malik, Rainer; El Bounkari, Omar; Hasbani, Natalie R; Li, Jiang; Huffman, Jennifer E; Shakt, Gabrielle; Tack, Reinier W P; Kimball, Tamara N; Asare, Yaw; Morrison, Alanna C; Tsao, Noah L; Judy, Renae; Mitchell, Braxton D; Xu, Huichun; Montasser, May E; Do, Ron; Kenny, Eimear E; Loos, Ruth J F; Terry, James G; Carr, John Jeffrey; Bis, Joshua C; Psaty, Bruce M; Longstreth, W T; Young, Kendra A; Lutz, Sharon M; Cho, Michael H; Broome, Jai; Khan, Alyna T; Wang, Fei Fei; Heard-Costa, Nancy; Seshadri, Sudha; Vasan, Ramachandran S; Palmer, Nicholette D; Freedman, Barry I; Bowden, Donald W; Yanek, Lisa R; Kral, Brian G; Becker, Lewis C; Peyser, Patricia A; Bielak, Lawrence F; Ammous, Farah; Carson, April P; Hall, Michael E; Raffield, Laura M; Rich, Stephen S; Post, Wendy S; Tracy, Russel P; Taylor, Kent D; Guo, Xiuqing; Mahaney, Michael C; Curran, Joanne E; Blangero, John; Clarke, Shoa L; Haessler, Jeffrey W; Hu, Yao; Assimes, Themistocles L; Kooperberg, Charles; Bernhagen, Jürgen; Anderson, Christopher D; Damrauer, Scott M; Zand, Ramin; Rotter, Jerome I; de Vries, Paul S; Dichgans, Martin","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37645892'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","10462211","37645892","2024 Jun 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10462211'>Rare damaging CCR2 variants are associated with lower lifetime cardiovascular risk.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37645892&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10462211/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37645892'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10462211/'>Cited By, Google</a>"," ",
"T32MH020016","Department of Electrical Engineering, Stanford University, Stanford, CA, USA.","2024","Wu, Eric G; Brackbill, Nora; Rhoades, Colleen; Kling, Alexandra; Gogliettino, Alex R; Shah, Nishal P; Sher, Alexander; Litke, Alan M; Simoncelli, Eero P; Chichilnisky, E J","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37645934'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10462030","37645934","2024 Aug 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10462030'>Fixational Eye Movements Enhance the Precision of Visual Information Transmitted by the Primate Retina.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37645934&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10462030/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37645934'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10462030/'>Cited By, Google</a>"," ",
"K01MH120321","REACH Institute, Arizona State University, USA.","2024","O'Hara, Karey L; Wolchik, Sharlene A; Rhodes, C Aubrey; Uhlman, Rana N; Sandler, Irwin N; Tein, Jenn-Yun","United States","1465-735X","4","<a href='https://pubmed.ncbi.nlm.nih.gov/37654097'>Journal of pediatric psychology</a>","J Pediatr Psychol","49","eng","247-258","11019585","37654097","2024 Apr 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11019585'>Preventing Adverse Outcomes for Bereaved Youth: Indirect Effects From a Randomized Trial of the Family Bereavement Program on Fear of Abandonment, Grief, and Mental Health.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37654097&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11019585/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37654097'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11019585/'>Cited By, Google</a>"," ",
